trial_id,pt_test_acc,pt_gaussian_accuracy,pt_deepfool_accuracy,tf_test_acc,tf_gaussian_accuracy,tf_deepfool_accuracy,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.batch_size,config.adam_epsilon,config.epochs
1746fa62,0.01018558789721944,0.010185587936784117,0.007896409810285408,0.31360000371932983,0.017080029221177562,0.010054538762672734,0.10415566201963039,0.010085582733154297,True,,,2,3fc8cb90d00c438b8482d19d6febb0f2,2021-01-09_20-48-26,1610225306,775.3451104164124,110534,thetagpu10,140.221.68.20,775.3451104164124,0,2,"1_adam_epsilon=0.90453,batch_size=912,dropout=0.4749,epochs=79,learning_rate=0.037053",0.03705279493378479,0.4748994835768224,912,0.9045323376947552,79
174cdc7a,0.11152422707527876,0.11141602046555345,0.06108506085859167,0.32989999651908875,0.030060961574919106,0.017301054774010397,0.031078901489531463,0.07262873649597168,True,,,2,30304d14b3af4ef09cdf6ca7c9bee395,2021-01-09_20-46-40,1610225200,668.7826056480408,110538,thetagpu10,140.221.68.20,668.7826056480408,0,2,"2_adam_epsilon=0.54541,batch_size=417,dropout=0.16736,epochs=71,learning_rate=0.024024",0.02402386430340808,0.16736321618126568,417,0.545410188658469,71
174ebdba,0.04050000011920929,0.04052307692307692,0.023884615384615393,0.3158000111579895,0.02830769230769231,0.016292307692307696,0.08516410624369597,0.01002359390258789,True,,,2,29899e837ab64e5e8dd52629d94214bb,2021-01-09_20-45-27,1610225127,596.5442109107971,110458,thetagpu10,140.221.68.20,596.5442109107971,0,2,"3_adam_epsilon=0.89755,batch_size=625,dropout=0.26999,epochs=63,learning_rate=0.050761",0.05076055047241379,0.2699871594609698,625,0.8975492282353689,63
175154da,0.1501170274886218,0.15041675273076313,0.0822771841963123,0.3310000002384186,0.029356987981217945,0.01707537447546924,0.0017928672401971713,0.009221553802490234,True,,,2,cd6b24e56b634182ac7f8d7d30aa27d0,2021-01-09_20-49-52,1610225392,861.1643142700195,110568,thetagpu10,140.221.68.20,861.1643142700195,0,2,"4_adam_epsilon=0.46272,batch_size=974,dropout=0.20714,epochs=93,learning_rate=0.040511",0.040510747952125635,0.20713586616030827,974,0.4627192431307109,93
17535e2e,0.012100168534864982,0.012100168350168354,0.009511784511784508,0.29339998960494995,0.018496665371665368,0.010528360528360533,0.096237631369386,0.010757684707641602,True,,,2,19928c067bfc4e5089d099d6da0bfdb7,2021-01-09_20-49-24,1610225364,833.5160841941833,110549,thetagpu10,140.221.68.20,833.5160841941833,0,2,"5_adam_epsilon=0.7993,batch_size=704,dropout=0.45051,epochs=84,learning_rate=0.029601",0.029600509869556632,0.45051229798855,704,0.7992997083313532,84
17554144,0.07229259268691142,0.07224736159212583,0.03876335000033714,0.3221000134944916,0.0240182949919631,0.014028784543175243,0.05894792958341851,0.00891733169555664,True,,,2,60b14c7b153f4c5993ae45d6e30c18fb,2021-01-09_20-47-04,1610225224,692.9681634902954,110493,thetagpu10,140.221.68.20,692.9681634902954,0,2,"6_adam_epsilon=0.44119,batch_size=851,dropout=0.30227,epochs=71,learning_rate=0.036376",0.03637624336707051,0.30227244156506855,851,0.44119226008044765,71
17572a04,0.009751226031221449,0.009751226071824094,0.008116869287965622,0.314300000667572,0.023705627152471036,0.01345286773027637,0.10794639138643608,0.04224896430969238,True,,,2,f41b3b822e4f403e83efc80f092673bf,2021-01-09_20-45-25,1610225125,593.7075302600861,110451,thetagpu10,140.221.68.20,593.7075302600861,0,2,"7_adam_epsilon=0.45951,batch_size=516,dropout=0.41452,epochs=62,learning_rate=0.011646",0.011645780293345355,0.414516474635039,516,0.45951136378329405,62
1758e4b6,0.009472387952401358,0.009472387989012033,0.007155296157853701,0.3499999940395355,0.03635415983561763,0.020826502284302807,0.12702686135339628,0.011777162551879883,True,,,2,6f9cacca03e24e31a17041fbe00c9f13,2021-01-09_20-47-01,1610225221,689.8473103046417,110529,thetagpu10,140.221.68.20,689.8473103046417,0,2,"8_adam_epsilon=0.93912,batch_size=621,dropout=0.12506,epochs=69,learning_rate=0.0093547",0.00935468826351228,0.1250557808915181,621,0.9391240478146375,69
175ac68c,0.06758523861999097,0.06751922284807446,0.037399836012744936,0.2703000009059906,0.011838101195699294,0.007783093357469918,0.039138965992783145,0.009194135665893555,True,,,2,ed152f0033dc460a8ff91ac33dabe70a,2021-01-09_21-00-03,1610226003,873.1198201179504,110473,thetagpu10,140.221.68.20,873.1198201179504,0,2,"9_adam_epsilon=0.98113,batch_size=443,dropout=0.50757,epochs=81,learning_rate=0.038316",0.03831647228611167,0.5075710780353663,443,0.9811306675304114,81
9973a124,0.009979720537861189,0.009979720354360103,0.009313871406887553,0.34040001034736633,0.025755053883694524,0.015395909028259241,0.11742588698673707,0.01109623908996582,True,,,2,93d4806ed9cb4a8d970e12f53a8180d3,2021-01-09_20-58-58,1610225938,806.6455290317535,110463,thetagpu10,140.221.68.20,806.6455290317535,0,2,"10_adam_epsilon=0.75489,batch_size=846,dropout=0.20146,epochs=62,learning_rate=0.010682",0.010681858002817917,0.20146059392035784,846,0.7548941703982257,62
