trial_id,pt_test_acc,pt_gaussian_accuracy,pt_deepfool_accuracy,tf_test_acc,tf_gaussian_accuracy,tf_deepfool_accuracy,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.batch_size,config.adam_epsilon,config.epochs
c178f590,0.010108604831130881,0.010108604845446944,0.007813336760705175,0.18639999628067017,0.18606077158708736,0.096725788831052,0.08286951718934875,0.012731552124023438,True,,,2,117505c58d0a4d9384d0c670cc4d77c9,2021-01-15_10-16-09,1610705769,393.6703395843506,100206,thetagpu03,140.221.68.13,393.6703395843506,0,2,"1_adam_epsilon=0.90453,batch_size=540,dropout=0.8124,epochs=45,learning_rate=0.037053",0.03705279493378479,0.8123994835768225,540,0.9045323376947552,45
c183dab4,0.26457399838173873,0.2645203326817676,0.14386953355563223,0.2702000141143799,0.2707447012379748,0.14799739373730403,0.2269843289514662,0.01031947135925293,True,,,2,b972493fc68247edb6f18379c72bfc9d,2021-01-15_10-22-50,1610706170,795.3013939857483,100055,thetagpu03,140.221.68.13,795.3013939857483,0,2,"2_adam_epsilon=0.54541,batch_size=45,dropout=0.50486,epochs=37,learning_rate=0.024024",0.02402386430340808,0.5048632161812657,45,0.545410188658469,37
c1883a00,0.038371125143021344,0.03837872653662126,0.024362536776724418,0.30970001220703125,0.30938666596561337,0.17143880147312643,0.14860631135035635,0.009861469268798828,True,,,2,df18e14356c34f0fba6b19415d592a36,2021-01-15_10-14-13,1610705653,278.2486398220062,100072,thetagpu03,140.221.68.13,278.2486398220062,0,2,"3_adam_epsilon=0.89755,batch_size=253,dropout=0.60749,epochs=29,learning_rate=0.050761",0.05076055047241379,0.6074871594609699,253,0.8975492282353689,29
c18a3b34,0.09580171809476964,0.09583178375184562,0.051832152710193514,0.29159998893737793,0.29190577607725054,0.15992130304715801,0.16448212043643254,0.01028299331665039,True,,,2,ca13b68e153c4d55be346eab722813fb,2021-01-15_10-15-04,1610705704,328.6872260570526,100070,thetagpu03,140.221.68.13,328.6872260570526,0,2,"4_adam_epsilon=0.46272,batch_size=602,dropout=0.54464,epochs=59,learning_rate=0.040511",0.040510747952125635,0.5446358661603083,602,0.4627192431307109,59
c18c2c28,0.014768752209361522,0.01475380429908218,0.011270890011659542,0.26440000534057617,0.26335465933211755,0.13830084606415735,0.11780815954282572,0.010427236557006836,True,,,2,33250c1dffae4fdbbe8c0cdf148d12b2,2021-01-15_10-18-42,1610705922,546.7303903102875,100080,thetagpu03,140.221.68.13,546.7303903102875,0,2,"5_adam_epsilon=0.7993,batch_size=332,dropout=0.78801,epochs=50,learning_rate=0.029601",0.029600509869556632,0.78801229798855,332,0.7992997083313532,50
c18e38ec,0.0347182574194102,0.03470846183342455,0.02170250467297887,0.289900004863739,0.28988986954987556,0.1578210535860402,0.13812335865424474,0.008969306945800781,True,,,2,1ee3b5a3ccfb484e8542cd992c2aba81,2021-01-15_10-14-02,1610705642,267.29930448532104,100058,thetagpu03,140.221.68.13,267.29930448532104,0,2,"6_adam_epsilon=0.44119,batch_size=479,dropout=0.63977,epochs=37,learning_rate=0.036376",0.03637624336707051,0.6397724415650685,479,0.44119226008044765,37
c190508c,0.011011904950386711,0.011011904761904749,0.0076312576312576085,0.2754000127315521,0.2749160561660562,0.14604128510378514,0.12100207022415709,0.010916709899902344,True,,,2,7b2385b8dfed4a26ac7aa4d743eac456,2021-01-15_10-14-00,1610705640,264.7969603538513,100082,thetagpu03,140.221.68.13,264.7969603538513,0,2,"7_adam_epsilon=0.45951,batch_size=144,dropout=0.75202,epochs=28,learning_rate=0.011646",0.011645780293345355,0.7520164746350391,144,0.45951136378329405,28
c1922ff6,0.010307081679745419,0.010307081986482534,0.007943594264487585,0.27149999141693115,0.26914769773276975,0.14326423894452106,0.11874494767082291,0.011703014373779297,True,,,2,0567f12c12b44b42ae9b632bac955551,2021-01-15_10-16-42,1610705802,426.91067457199097,100085,thetagpu03,140.221.68.13,426.91067457199097,0,2,"8_adam_epsilon=0.93912,batch_size=249,dropout=0.46256,epochs=35,learning_rate=0.0093547",0.00935468826351228,0.4625557808915181,249,0.9391240478146375,35
c193fd7c,0.21761728680514275,0.21758655222844614,0.1178559994262721,0.24250000715255737,0.24232229163304977,0.1294168722098,0.19454983490921135,0.12023639678955078,True,,,2,d017ee48ea7c4675baeb4e5858ec2d64,2021-01-15_10-25-26,1610706326,680.9135963916779,100105,thetagpu03,140.221.68.13,680.9135963916779,0,2,"9_adam_epsilon=0.98113,batch_size=71,dropout=0.84507,epochs=47,learning_rate=0.038316",0.03831647228611167,0.8450710780353663,71,0.9811306675304114,47
62dffeba,0.01048181330869821,0.010481813178566068,0.008085062983246809,0.193900004029274,0.19399404484709937,0.1066719008381089,0.08726910653083222,0.010735750198364258,True,,,2,1cd6c1ce9a75437baba3adeee8404fdb,2021-01-15_10-22-08,1610706128,480.36140847206116,100148,thetagpu03,140.221.68.13,480.36140847206116,0,2,"10_adam_epsilon=0.75489,batch_size=474,dropout=0.53896,epochs=28,learning_rate=0.010682",0.010681858002817917,0.5389605939203579,474,0.7548941703982257,28
