trial_id,framework,test_acc1,pt_gaussian_accuracy1,pt_deepfool_accuracy1,test_acc2,pt_gaussian_accuracy2,pt_deepfool_accuracy2,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.batch_size,config.adam_epsilon,config.epochs
eb62ea48,pt,0.033288023857907814,0.033219013841023416,0.020728215166014228,0.031095041300762783,0.031040809270474336,0.01974423104805879,0.0017850570818831804,0.010387897491455078,True,,,2,9971c6c1f8cd4f84b78c4263a0e6f7a3,2021-01-12_03-33-40,1610422420,1303.150910615921,4021,thetagpu06,140.221.68.16,1303.150910615921,0,2,"1_adam_epsilon=0.90453,batch_size=912,dropout=0.8124,epochs=79,learning_rate=0.074553",0.0745527911837848,0.8123994835768225,912,0.9045323376947552,79
eb6908a6,pt,0.23662585765123367,0.23653362433243177,0.12811637092432507,0.2246315417190393,0.2244612434934505,0.12095394213123012,0.010409708521423533,0.010535955429077148,True,,,2,ec739c408fe64e7da6e72b17992d5967,2021-01-12_03-28-24,1610422104,987.1079652309418,4020,thetagpu06,140.221.68.16,987.1079652309418,0,2,"2_adam_epsilon=0.54541,batch_size=417,dropout=0.50486,epochs=71,learning_rate=0.061524",0.061523860553408076,0.5048632161812657,417,0.545410188658469,71
eb6c8026,pt,0.13240000186488032,0.13223846153846153,0.0718153846153846,0.14090000046417117,0.1407,0.07714615384615384,0.007430768763866183,0.010886907577514648,True,,,2,415797ba58fe416b99c31270e18e204e,2021-01-12_03-27-54,1610422074,956.7759039402008,4024,thetagpu06,140.221.68.16,956.7759039402008,0,2,"3_adam_epsilon=0.89755,batch_size=625,dropout=0.60749,epochs=63,learning_rate=0.088261",0.08826054672241379,0.6074871594609699,625,0.8975492282353689,63
eb6e23a4,pt,0.19822805442593314,0.19852584629081232,0.10676839350824506,0.19797030633146112,0.19798637628364368,0.10682936554836729,0.0002454153538394843,0.010281562805175781,True,,,2,f57165979b724c909a69896ed5cb1bf2,2021-01-12_03-37-14,1610422634,1516.6908059120178,4019,thetagpu06,140.221.68.16,1516.6908059120178,0,2,"4_adam_epsilon=0.46272,batch_size=974,dropout=0.54464,epochs=93,learning_rate=0.078011",0.07801074420212564,0.5446358661603083,974,0.4627192431307109,93
eb6fc218,pt,0.09308712234099706,0.09282569282569282,0.04956293706293706,0.09139309773842494,0.09123365060865062,0.04852936415436416,0.0014398799093957443,0.010075092315673828,True,,,2,af6fe74e78b6477b9730bbf1a37976db,2021-01-12_03-34-48,1610422488,1370.1961722373962,3933,thetagpu06,140.221.68.16,1370.1961722373962,0,2,"5_adam_epsilon=0.7993,batch_size=704,dropout=0.78801,epochs=84,learning_rate=0.067101",0.06710050611955663,0.78801229798855,704,0.7992997083313532,84
eb7152b8,pt,0.17376424248019853,0.17389975825370807,0.0943886677199598,0.19240045174956322,0.1922649721180034,0.10496357679456271,0.015858777402754293,0.009177446365356445,True,,,2,63f2b6d47598446c984162dbc2cf5811,2021-01-12_03-31-35,1610422295,1177.7802441120148,3978,thetagpu06,140.221.68.16,1177.7802441120148,0,2,"6_adam_epsilon=0.44119,batch_size=851,dropout=0.63977,epochs=71,learning_rate=0.073876",0.0738762396170705,0.6397724415650685,851,0.44119226008044765,71
eb72fc9e,pt,0.13867070116102695,0.1385467245932362,0.07536766942913123,0.14839621856808663,0.14836092755527971,0.0793257821912307,0.007832611043734228,0.03882598876953125,True,,,2,cf5431da6fc4456a833311270d6b2cfb,2021-01-12_03-25-56,1610421956,838.1727864742279,3962,thetagpu06,140.221.68.16,838.1727864742279,0,2,"7_adam_epsilon=0.45951,batch_size=516,dropout=0.75202,epochs=62,learning_rate=0.049146",0.04914577654334535,0.7520164746350391,516,0.45951136378329405,62
eb75ea1c,pt,0.03401623326627647,0.034137939828476925,0.021861406212429237,0.03430040498428485,0.03438567920665109,0.021883265569326946,0.0001845901510267485,0.009378910064697266,True,,,2,85b5feedc83a4ce180b51f17487f09f6,2021-01-12_03-31-09,1610422269,1152.3077914714813,4066,thetagpu06,140.221.68.16,1152.3077914714813,0,2,"8_adam_epsilon=0.93912,batch_size=621,dropout=0.46256,epochs=69,learning_rate=0.046855",0.046854684513512275,0.4625557808915181,621,0.9391240478146375,69
eb77960a,pt,0.1344857773055201,0.1342556036161847,0.0708528258673042,0.1317879483103752,0.13177671268031182,0.06963611842773638,0.0021311424568618564,0.009810447692871094,True,,,2,5f287cabf51a462d937ca25f53bf4bf5,2021-01-12_03-48-59,1610423339,1379.5579669475555,3984,thetagpu06,140.221.68.16,1379.5579669475555,0,2,"9_adam_epsilon=0.98113,batch_size=443,dropout=0.84507,epochs=81,learning_rate=0.075816",0.07581646853611168,0.8450710780353663,443,0.9811306675304114,81
e1e25164,pt,0.011851272623365125,0.011851272757827417,0.009523651055933863,0.011949775430063406,0.01194977551590464,0.009599422408300954,9.092563904753229e-05,0.010133981704711914,True,,,2,bc4a96d8ba6644c6884fd4070aca54dd,2021-01-12_03-51-42,1610423502,1424.1937222480774,3953,thetagpu06,140.221.68.16,1424.1937222480774,0,2,"10_adam_epsilon=0.75489,batch_size=846,dropout=0.53896,epochs=62,learning_rate=0.048182",0.048181854252817916,0.5389605939203579,846,0.7548941703982257,62
