trial_id,framework,test_acc1,pt_gaussian_accuracy1,pt_deepfool_accuracy1,test_acc2,pt_gaussian_accuracy2,pt_deepfool_accuracy2,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.batch_size,config.adam_epsilon,config.epochs
00843132,pt,0.210317462682724,0.21052096052096053,0.11262718762718764,0.21441102890591873,0.21438692886061309,0.11544298781140887,0.003591778249022848,0.05469393730163574,True,,,2,a37ff020e2304056a344157e91c9b29d,2021-01-12_11-29-56,1610450996,1064.9939756393433,4060,thetagpu06,140.221.68.16,1064.9939756393433,0,2,"1_adam_epsilon=0.52953,batch_size=540,dropout=0.8124,epochs=79,learning_rate=0.074553",0.0745527911837848,0.8123994835768225,540,0.5295323414447551,79
00abe376,pt,0.00996512233910272,0.009965122072745398,0.009965122072745398,0.009965122322397381,0.009965122072745396,0.009965122072745396,5.568446745374267e-12,0.010044574737548828,True,,,2,8c19fbf93cff450babd4de2819e4a3fa,2021-01-12_11-43-59,1610451839,1908.3566620349884,3983,thetagpu06,140.221.68.16,1908.3566620349884,0,2,"2_adam_epsilon=0.17041,batch_size=45,dropout=0.50486,epochs=71,learning_rate=0.061524",0.061523860553408076,0.5048632161812657,45,0.1704101924084689,71
00adb926,pt,0.26292237676680086,0.2630812551293101,0.1432435985067564,0.2655903592705727,0.2656617410049904,0.1453961941948212,0.002467021355838983,0.009697437286376953,True,,,2,5f16cfcd474147978d5077d949b71eec,2021-01-12_11-28-22,1610450902,970.9178965091705,3905,thetagpu06,140.221.68.16,970.9178965091705,0,2,"3_adam_epsilon=0.52255,batch_size=253,dropout=0.60749,epochs=63,learning_rate=0.088261",0.08826054672241379,0.6074871594609699,253,0.5225492319853688,63
00af86c0,pt,0.2571060035158606,0.2571538376570197,0.13605416694172418,0.009895616347956307,0.009895616487242014,0.009895616487242014,0.20687571959738807,0.04427027702331543,True,,,2,6c3a8bf98b2341cd88cb6e49240297c4,2021-01-12_11-35-03,1610451303,1372.4245760440826,4003,thetagpu06,140.221.68.16,1372.4245760440826,0,2,"4_adam_epsilon=0.087719,batch_size=602,dropout=0.54464,epochs=93,learning_rate=0.078011",0.07801074420212564,0.5446358661603083,602,0.08771924688071084,93
00b1618e,pt,0.25456665504363274,0.25476845346647137,0.13771413196209153,0.24661873545377486,0.24691246375078477,0.13395766689587132,0.006520124790588222,0.010928153991699219,True,,,2,fca23d01301c4227b54e865ce6b0cf0f,2021-01-12_11-31-39,1610451099,1168.5228035449982,3922,thetagpu06,140.221.68.16,1168.5228035449982,0,2,"5_adam_epsilon=0.4243,batch_size=332,dropout=0.78801,epochs=84,learning_rate=0.067101",0.06710050611955663,0.78801229798855,332,0.42429971208135314,84
00b33ef0,pt,0.23751911166168393,0.2373236366973319,0.12479255178330635,0.009969276486940327,0.00996927650670568,0.00996927650670568,0.18990915688065682,0.010751724243164062,True,,,2,9434ec927a3b4b388e10a306ee62001e,2021-01-12_11-30-49,1610451049,1118.5189888477325,3955,thetagpu06,140.221.68.16,1118.5189888477325,0,2,"6_adam_epsilon=0.066192,batch_size=479,dropout=0.63977,epochs=71,learning_rate=0.073876",0.0738762396170705,0.6397724415650685,479,0.06619226383044755,71
00b51b6c,pt,0.08608630980764116,0.08591842185592187,0.0426243894993895,0.09461805559694766,0.0946390415140415,0.04891445360195361,0.007847476516663413,0.00935673713684082,True,,,2,2f3bd29269f943ee9caf056e3f45cf20,2021-01-12_11-29-11,1610450951,1020.2253797054291,4025,thetagpu06,140.221.68.16,1020.2253797054291,0,2,"7_adam_epsilon=0.084511,batch_size=144,dropout=0.75202,epochs=62,learning_rate=0.049146",0.04914577654334535,0.7520164746350391,144,0.08451136753329395,62
00b82e1a,pt,0.2265133723253157,0.22633253464137976,0.12115083222194593,0.23832158162826445,0.23801509979882007,0.12734408553538734,0.009894675924610158,0.009480714797973633,True,,,2,8a610c2814e742a3b41f716b0e658d95,2021-01-12_11-29-46,1610450986,1054.5828227996826,4026,thetagpu06,140.221.68.16,1054.5828227996826,0,2,"8_adam_epsilon=0.56412,batch_size=249,dropout=0.46256,epochs=69,learning_rate=0.046855",0.046854684513512275,0.4625557808915181,249,0.5641240515646375,69
00ba127a,pt,0.17495421542132156,0.17495421702793593,0.09207666438712289,0.17904970990427843,0.17936615876382134,0.09525329829495247,0.0038946900422239528,0.07658600807189941,True,,,2,ba168ee5d0034724bdd26aaeaf224ef2,2021-01-12_11-56-12,1610452572,1664.497209072113,3930,thetagpu06,140.221.68.16,1664.497209072113,0,2,"9_adam_epsilon=0.60613,batch_size=71,dropout=0.84507,epochs=81,learning_rate=0.075816",0.07581646853611168,0.8450710780353663,71,0.6061306712804114,81
4732419e,pt,0.20976551486687225,0.20982452696817033,0.11436023158642866,0.21128316630016675,0.21149708849213525,0.11676115115850942,0.0018637108431133753,0.01008296012878418,True,,,2,744f9adc64f34ab7aec9dc83f2ae099e,2021-01-12_11-43-29,1610451809,854.389523267746,4017,thetagpu06,140.221.68.16,854.389523267746,0,2,"10_adam_epsilon=0.37989,batch_size=474,dropout=0.53896,epochs=62,learning_rate=0.048182",0.048181854252817916,0.5389605939203579,474,0.3798941741482257,62
