trial_id,framework,test_acc1,pt_gaussian_accuracy1,pt_deepfool_accuracy1,test_acc2,pt_gaussian_accuracy2,pt_deepfool_accuracy2,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.batch_size,config.adam_epsilon,config.epochs
c828eb5a,pt,0.018852687293761654,0.018852687273739916,0.015100250626566421,0.018664717184085595,0.01866471734892788,0.014813743761112177,0.00022081563331411216,0.010227203369140625,True,,,2,ea498ee5493946d0908c1376521de0a3,2021-01-12_23-34-23,1610494463,817.7230780124664,123476,thetagpu15,140.221.68.25,817.7230780124664,0,2,"1_adam_epsilon=0.52953,batch_size=540,dropout=0.8124,epochs=45,learning_rate=0.037053",0.03705279493378479,0.8123994835768225,540,0.5295323414447551,45
c82ef3f6,pt,0.2608370771923942,0.2609597179103905,0.14311831666091754,0.2592426572546296,0.2590471810202752,0.13837721819784599,0.002749351763650515,0.009794235229492188,True,,,2,2b62d01ce0fb4b458ff4c37a3efd01aa,2021-01-12_23-37-22,1610494642,996.9152030944824,123402,thetagpu15,140.221.68.25,996.9152030944824,0,2,"2_adam_epsilon=0.17041,batch_size=45,dropout=0.50486,epochs=37,learning_rate=0.024024",0.02402386430340808,0.5048632161812657,45,0.1704101924084689,37
c8313558,pt,0.14184151124209166,0.14199278981887678,0.08109516341781789,0.14757273700088264,0.14757273618829683,0.08321215397874436,0.00447605422971252,0.009957313537597656,True,,,2,d9ea942b9c20449aab62f0da1a6cf72e,2021-01-12_23-28-50,1610494130,484.5020787715912,123485,thetagpu15,140.221.68.25,484.5020787715912,0,2,"3_adam_epsilon=0.52255,batch_size=253,dropout=0.60749,epochs=29,learning_rate=0.050761",0.05076055047241379,0.6074871594609699,253,0.5225492319853688,29
c8392790,pt,0.264389908489059,0.2646966910743452,0.14506337652117704,0.26623743421891155,0.2660939696715584,0.14736887599404702,0.0018501012666452543,0.009529590606689453,True,,,2,44231080e4404433b51a02faba69854b,2021-01-12_23-34-41,1610494481,835.6605100631714,123364,thetagpu15,140.221.68.25,835.6605100631714,0,2,"4_adam_epsilon=0.087719,batch_size=602,dropout=0.54464,epochs=59,learning_rate=0.040511",0.040510747952125635,0.5446358661603083,602,0.08771924688071084,59
c83ad6b2,pt,0.10291488588817659,0.10295225567281534,0.05674982809650512,0.09760007742912538,0.09766734431522617,0.05492167179885798,0.004142625371429176,0.011755228042602539,True,,,2,0838c404fb3f488f87d75121d1aded66,2021-01-12_23-33-12,1610494392,746.7384674549103,123440,thetagpu15,140.221.68.25,746.7384674549103,0,2,"5_adam_epsilon=0.4243,batch_size=332,dropout=0.78801,epochs=50,learning_rate=0.029601",0.029600509869556632,0.78801229798855,332,0.42429971208135314,50
c83cd75a,pt,0.2693576975947335,0.26947562494833593,0.1536063234243968,0.28321475145362673,0.2832727020469341,0.15903164006355178,0.01102648253221547,0.011038780212402344,True,,,2,571a81a2401f454495bc05a2b56a6ddd,2021-01-12_23-29-49,1610494189,543.076687335968,123451,thetagpu15,140.221.68.25,543.076687335968,0,2,"6_adam_epsilon=0.066192,batch_size=479,dropout=0.63977,epochs=37,learning_rate=0.036376",0.03637624336707051,0.6397724415650685,479,0.06619226383044755,37
c8403b52,pt,0.2506944449884551,0.25058379120879126,0.1413671398046398,0.25577877121312276,0.2557234432234432,0.14446924603174605,0.004442028155475286,0.010549068450927734,True,,,2,c4e73c5c9b4747dd8a8952213783ccf8,2021-01-12_23-28-25,1610494105,459.57587575912476,123435,thetagpu15,140.221.68.25,459.57587575912476,0,2,"7_adam_epsilon=0.084511,batch_size=144,dropout=0.75202,epochs=28,learning_rate=0.011646",0.011645780293345355,0.7520164746350391,144,0.08451136753329395,28
c8423786,pt,0.015988343190856097,0.015973273958874903,0.01106131844450976,0.015988343190856097,0.015973273958874903,0.011061318444509758,0.0,0.010431289672851562,True,,,2,daf28947f482437cac34a2390f2575fc,2021-01-12_23-30-52,1610494252,606.6733183860779,123365,thetagpu15,140.221.68.25,606.6733183860779,0,2,"8_adam_epsilon=0.56412,batch_size=249,dropout=0.46256,epochs=35,learning_rate=0.0093547",0.00935468826351228,0.4625557808915181,249,0.5641240515646375,35
c8445048,pt,0.25404055416584015,0.25390992984639976,0.1395229350278796,0.25753670951998825,0.2575981804630292,0.1403675188062362,0.002676329916378034,0.012068748474121094,True,,,2,7c78fd625a284495b16b135e5e3348f9,2021-01-12_23-45-19,1610495119,1008.348117351532,123419,thetagpu15,140.221.68.25,1008.348117351532,0,2,"9_adam_epsilon=0.60613,batch_size=71,dropout=0.84507,epochs=47,learning_rate=0.038316",0.03831647228611167,0.8450710780353663,71,0.6061306712804114,47
deac731e,pt,0.010127416303889318,0.010068403436592755,0.005801527403068405,0.009839729151942513,0.009810222798665275,0.006044954861685739,0.00010081344375231782,0.0095062255859375,True,,,2,e6c31738b65f4024a5c532a70bfe57ba,2021-01-12_23-35-52,1610494552,418.1660976409912,123360,thetagpu15,140.221.68.25,418.1660976409912,0,2,"10_adam_epsilon=0.37989,batch_size=474,dropout=0.53896,epochs=28,learning_rate=0.010682",0.010681858002817917,0.5389605939203579,474,0.3798941741482257,28
