trial_id,pt_test_acc,pt_gaussian_accuracy,pt_deepfool_accuracy,tf_test_acc,tf_gaussian_accuracy,tf_deepfool_accuracy,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.batch_size,config.adam_epsilon,config.epochs
e5b55dcc,0.009707804730472466,0.00970780469050366,0.007120042587170614,0.3199999928474426,0.026270247007629175,0.014600927141196793,0.11144517166270729,0.01360630989074707,True,,,2,d84ba714330d4618ba26316a2141080b,2021-01-10_21-48-14,1610315294,677.1551306247711,121184,thetagpu10,140.221.68.20,677.1551306247711,0,2,"13_adam_epsilon=0.86147,batch_size=578,dropout=0.37955,epochs=63,learning_rate=0.021125",0.021125483814883148,0.3795481812706992,578,0.861465927651534,63
f4995b2c,0.019598460955811397,0.01958413388975813,0.01459972837484864,0.35120001435279846,0.05891963541561168,0.03373057729484471,0.1300226346142789,0.015362262725830078,True,,,2,3ccac303ba224a148ed1ab2b8e016886,2021-01-10_21-51-05,1610315465,798.0565845966339,121183,thetagpu10,140.221.68.20,798.0565845966339,0,2,"14_adam_epsilon=0.79604,batch_size=767,dropout=0.007634,epochs=64,learning_rate=0.041408",0.04140793504358486,0.007634045031811783,767,0.7960372713119958,64
125abcf0,0.009615384861826897,0.009615384615384595,0.0072337278106508855,0.25999999046325684,0.011264792899408271,0.007758875739644977,0.08418638727148256,0.012137889862060547,True,,,2,51846d7bc4c54355aeb8689d10faed8d,2021-01-10_21-42-38,1610314958,188.45754408836365,121180,thetagpu10,140.221.68.20,188.45754408836365,0,2,"15_adam_epsilon=0.65697,batch_size=416,dropout=0.28666,epochs=11,learning_rate=0.054887",0.05488709647048938,0.2866637119049439,416,0.656974512505835,11
4fe8884a,0.010576084667049786,0.01057608473853117,0.008632923368022702,0.2833000123500824,0.014168097193029028,0.008896018927183705,0.09219301189889716,0.010511398315429688,True,,,2,57e77572afb6423f9d2cb0957e9cfe9d,2021-01-10_21-48-25,1610315305,463.9529826641083,121181,thetagpu10,140.221.68.20,463.9529826641083,0,2,"16_adam_epsilon=0.67556,batch_size=604,dropout=0.55102,epochs=49,learning_rate=0.027607",0.027606939817359587,0.5510175349571599,604,0.6755584600170172,49
79e79528,0.09516294747591018,0.09524220242658783,0.05272245749820501,0.25200000405311584,0.014192922249400674,0.008695374393048821,0.010586897764954098,0.009517908096313477,True,,,2,f3c9746dd9294c11bc75a906437f99e4,2021-01-10_21-51-02,1610315462,536.5804035663605,121172,thetagpu10,140.221.68.20,536.5804035663605,0,2,"17_adam_epsilon=0.72824,batch_size=516,dropout=0.51651,epochs=58,learning_rate=0.05503",0.055029747575312926,0.5165074498287066,516,0.7282430443456167,58
acaa3e20,0.01307928998192603,0.013086642964966533,0.008881459534907033,0.2702000141143799,0.01811008579823362,0.011121085614100473,0.08812793101497146,0.00999307632446289,True,,,2,027b9a04091b4cdabac9d727028a16f1,2021-01-10_21-47-41,1610315261,297.86337518692017,121169,thetagpu10,140.221.68.20,297.86337518692017,0,2,"18_adam_epsilon=0.42695,batch_size=951,dropout=0.51566,epochs=26,learning_rate=0.031811",0.03181056686063241,0.5156566616359468,951,0.4269453136246735,26
c2cc01fc,0.01014326607670497,0.010143266148809733,0.009400305519800435,0.009100000374019146,0.009263207677128195,0.00450251250990395,0.0022737057280879484,0.010064840316772461,True,,,2,6313a7a1f6914584bb9d5482015ac7c3,2021-01-10_21-55-04,1610315704,627.1659889221191,147212,thetagpu10,140.221.68.20,627.1659889221191,0,2,"19_adam_epsilon=1.0,batch_size=382,dropout=0.5625,epochs=38,learning_rate=1e-08",1e-08,0.5625,382,1.0,38
0538a69e,0.01014326607670497,0.010143266148809733,0.008018797978761014,0.33970001339912415,0.02584261430889086,0.01505005277718551,0.11742911676030827,0.01007699966430664,True,,,2,9132c2dea418413db83a2bff00668d97,2021-01-10_21-58-22,1610315902,811.1861522197723,147536,thetagpu10,140.221.68.20,811.1861522197723,0,2,"20_adam_epsilon=0.81343,batch_size=382,dropout=0.37615,epochs=65,learning_rate=0.0061847",0.006184735813006893,0.3761537482464269,382,0.8134269560440182,65
0eaaeb38,0.00998679439847668,0.009986794639316541,0.009256667940443823,0.008999999612569809,0.00897553864140066,0.004359075379276119,0.0022985477816634854,0.010150909423828125,True,,,2,903f79cf11014109b0baa5b8b0961b6b,2021-01-10_21-56-58,1610315818,618.6902318000793,150763,thetagpu10,140.221.68.20,618.6902318000793,0,2,"21_adam_epsilon=0.45632,batch_size=561,dropout=0.56014,epochs=40,learning_rate=1e-08",1e-08,0.5601376785842699,561,0.4563167195987503,40
4f603502,0.01014326607670497,0.010143266148809733,0.009400305519800435,0.008999999612569809,0.009166252082790411,0.0044503056514143755,0.0023567601328468466,0.009796380996704102,True,,,2,a33a6c50830b40f0bd511d2c22a8d48f,2021-01-10_21-57-11,1610315831,564.6410109996796,153576,thetagpu10,140.221.68.20,564.6410109996796,0,2,"22_adam_epsilon=0.43907,batch_size=382,dropout=0.5005,epochs=32,learning_rate=1e-08",1e-08,0.5005011796230809,382,0.43906612011348456,32
772191f8,0.01014326607670497,0.010143266148809733,0.009363014906593595,0.23199999332427979,0.0202341060825816,0.012491916711196057,0.07835882299531638,0.032989501953125,True,,,2,13b840526980431aba0a3b3c5f0ba222,2021-01-10_21-52-59,1610315579,279.03569316864014,154146,thetagpu10,140.221.68.20,279.03569316864014,0,2,"23_adam_epsilon=0.49927,batch_size=382,dropout=0.43745,epochs=14,learning_rate=0.0074414",0.007441383932679076,0.4374490122631263,382,0.49926862359133795,14
8adb70ce,0.009695559274405241,0.009695559433779326,0.007368625169672298,0.35120001435279846,0.0275281500258402,0.015912343368456705,0.12262692128974617,0.009727239608764648,True,,,2,8cd54e689b2f43b0a27d43f1382b8d25,2021-01-10_21-59-37,1610315977,667.0050935745239,154391,thetagpu10,140.221.68.20,667.0050935745239,0,2,"24_adam_epsilon=0.40556,batch_size=382,dropout=0.23833,epochs=55,learning_rate=0.0082494",0.008249377213669862,0.23832821167665327,382,0.40556160441162403,55
