trial_id,pt_test_acc,pt_gaussian_accuracy,pt_deepfool_accuracy,tf_test_acc,tf_gaussian_accuracy,tf_deepfool_accuracy,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.batch_size,config.adam_epsilon,config.epochs
b2cbd652,0.964807163585316,0.9648452225605336,0.6979140875073889,0.9656000137329102,0.965596942929479,0.6903381905176164,0.8748502701388741,0.011606454849243164,True,,,2,36ac063fc3fe406da5764078e64b5f76,2021-01-09_18-46-37,1610217997,126.24787473678589,115490,thetagpu12,140.221.68.22,126.24787473678589,0,2,"1_adam_epsilon=0.90453,batch_size=912,dropout=0.4749,epochs=79,learning_rate=0.074553",0.0745527911837848,0.4748994835768224,912,0.9045323376947552,79
b2d5993a,0.9786838019887606,0.9786152270585262,0.7009658024943596,0.9789999723434448,0.9789161523893543,0.6927140063386568,0.8848158271021838,0.01012873649597168,True,,,2,7f165078b62e45cc8e1dcdfd75a4f6dd,2021-01-09_18-46-39,1610217999,128.50338459014893,115577,thetagpu12,140.221.68.22,128.50338459014893,0,2,"2_adam_epsilon=0.54541,batch_size=417,dropout=0.16736,epochs=71,learning_rate=0.061524",0.061523860553408076,0.16736321618126568,417,0.545410188658469,71
b2d80e40,0.9726000018417835,0.9724461538461538,0.7003076923076923,0.9722999930381775,0.9723384615384616,0.6919692307692308,0.8803269222235832,0.01635885238647461,True,,,2,fb89917b63e9478d89af239b399ec711,2021-01-09_18-46-16,1610217976,104.49719953536987,115760,thetagpu12,140.221.68.22,104.49719953536987,0,2,"3_adam_epsilon=0.89755,batch_size=625,dropout=0.26999,epochs=63,learning_rate=0.088261",0.08826054672241379,0.2699871594609698,625,0.8975492282353689,63
b2da4868,0.9752940047870983,0.975329906233397,0.699548398213696,0.9776999950408936,0.9779153637390882,0.6939607304715502,0.8832913997476205,0.011443138122558594,True,,,2,a1ef01ab9f634174ba0621d791cb43ca,2021-01-09_18-46-58,1610218018,147.1402473449707,115753,thetagpu12,140.221.68.22,147.1402473449707,0,2,"4_adam_epsilon=0.46272,batch_size=974,dropout=0.20714,epochs=93,learning_rate=0.078011",0.07801074420212564,0.20713586616030827,974,0.4627192431307109,93
b2dc9c94,0.9689078251520793,0.9688940688940689,0.6998259842009842,0.9707000255584717,0.969335988085988,0.6934238215488217,0.8785146189067357,0.011025190353393555,True,,,2,856aca538a954f83bda88169e5681390,2021-01-09_18-46-48,1610218008,137.19474363327026,115724,thetagpu12,140.221.68.22,137.19474363327026,0,2,"5_adam_epsilon=0.7993,batch_size=704,dropout=0.45051,epochs=84,learning_rate=0.067101",0.06710050611955663,0.45051229798855,704,0.7992997083313532,84
b2dedb44,0.9755876561005911,0.9756152119899822,0.7024165693792147,0.9757000207901001,0.9755846217879286,0.6943442453240372,0.8832080542286423,0.013142108917236328,True,,,2,4f6d512605e84cbfa33bca3a29f49abc,2021-01-09_18-46-30,1610217990,118.72782349586487,115495,thetagpu12,140.221.68.22,118.72782349586487,0,2,"6_adam_epsilon=0.44119,batch_size=851,dropout=0.30227,epochs=71,learning_rate=0.073876",0.0738762396170705,0.30227244156506855,851,0.44119226008044765,71
b2e14c44,0.9727040708065033,0.9727405899748092,0.701826329816363,0.9735999703407288,0.9733131624742919,0.6947014226083993,0.8814809243368492,0.0120086669921875,True,,,2,32d5e816830848409c1762c3c064d7bd,2021-01-09_18-46-23,1610217983,111.89098811149597,115479,thetagpu12,140.221.68.22,111.89098811149597,0,2,"7_adam_epsilon=0.45951,batch_size=516,dropout=0.41452,epochs=62,learning_rate=0.049146",0.04914577654334535,0.414516474635039,516,0.45951136378329405,62
b2e39ada,0.9638717209591585,0.9638498608287612,0.6900953432283355,0.9653000235557556,0.9630379906514817,0.6813212023010616,0.8712460235874258,0.010612010955810547,True,,,2,f747a84b630c47beaf61f73804126002,2021-01-09_18-46-26,1610217986,114.75146055221558,115737,thetagpu12,140.221.68.22,114.75146055221558,0,2,"8_adam_epsilon=0.93912,batch_size=621,dropout=0.12506,epochs=69,learning_rate=0.046855",0.046854684513512275,0.1250557808915181,621,0.9391240478146375,69
b2e6174c,0.9716453474500905,0.9716112892141079,0.7018123665032521,0.973800003528595,0.9737381122466782,0.6965246008524888,0.881521953299202,0.010342121124267578,True,,,2,cb18c9303692418dac0fac30d3716ecf,2021-01-09_18-48-39,1610218119,138.57605719566345,115485,thetagpu12,140.221.68.22,138.57605719566345,0,2,"9_adam_epsilon=0.98113,batch_size=443,dropout=0.50757,epochs=81,learning_rate=0.075816",0.07581646853611168,0.5075710780353663,443,0.9811306675304114,81
f4417cea,0.958726500471433,0.9588358917410361,0.689287101191571,0.9620000123977661,0.961824383753993,0.6816397628142677,0.8687189420616779,0.010868549346923828,True,,,2,a74e382d25084172a977196ff5a010bf,2021-01-09_18-48-08,1610218088,99.93181896209717,115632,thetagpu12,140.221.68.22,99.93181896209717,0,2,"10_adam_epsilon=0.75489,batch_size=846,dropout=0.20146,epochs=62,learning_rate=0.048182",0.048181854252817916,0.20146059392035784,846,0.7548941703982257,62
