trial_id,pt_test_acc,pt_gaussian_accuracy,pt_deepfool_accuracy,tf_test_acc,tf_gaussian_accuracy,tf_deepfool_accuracy,average_res,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.learning_rate,config.dropout,config.batch_size,config.adam_epsilon,config.epochs
be0cce5c,0.9465039101513949,0.9463735626415051,0.6824331370384003,0.9466999769210815,0.946820105731589,0.6785526873445534,0.0010792799446921464,0.010498046875,True,,,2,6a386e91f24c40f1ae9b493c17354230,2021-01-09_04-06-31,1610165191,128.99377489089966,203454,thetagpu09,140.221.68.19,128.99377489089966,0,2,"1_adam_epsilon=0.52953,batch_size=912,dropout=0.8124,epochs=79,learning_rate=0.037053",0.03705279493378479,0.8123994835768225,912,0.5295323414447551,79
be123a90,0.97717913488547,0.9771789865455763,0.7050084213238775,0.9775999784469604,0.9776521457274655,0.69850166509636,0.001870917828045937,0.008685827255249023,True,,,2,641d3520b0034d35b1316ac91713d49c,2021-01-09_04-06-34,1610165194,131.85858345031738,203433,thetagpu09,140.221.68.19,131.85858345031738,0,2,"2_adam_epsilon=0.17041,batch_size=417,dropout=0.50486,epochs=71,learning_rate=0.024024",0.02402386430340808,0.5048632161812657,417,0.1704101924084689,71
be142d14,0.9667000062763691,0.9666230769230769,0.6994153846153845,0.9661999940872192,0.9661923076923078,0.6919923076923077,0.002784619447665282,0.011596202850341797,True,,,2,3d2ead79ba004028b24b2bf1929eedf0,2021-01-09_04-06-12,1610165172,109.43302059173584,203387,thetagpu09,140.221.68.19,109.43302059173584,0,2,"3_adam_epsilon=0.52255,batch_size=625,dropout=0.60749,epochs=63,learning_rate=0.050761",0.05076055047241379,0.6074871594609699,625,0.5225492319853688,63
be15d312,0.9765533317219127,0.9765927564774508,0.7007021725707557,0.9785000085830688,0.978676078304889,0.6984277608349635,0.0005851956509339562,0.009613752365112305,True,,,2,684a84ac5c534772ae0e5b18c631ac4d,2021-01-09_04-06-54,1610165214,151.76090002059937,203434,thetagpu09,140.221.68.19,151.76090002059937,0,2,"4_adam_epsilon=0.087719,batch_size=974,dropout=0.54464,epochs=93,learning_rate=0.040511",0.040510747952125635,0.5446358661603083,974,0.08771924688071084,93
be177460,0.9510732332865397,0.9511938293188292,0.6850459725459727,0.954200029373169,0.9528004403004403,0.682669645169645,0.0007856932306375963,0.010281085968017578,True,,,2,3a0d353e6e8a4dcfa064a9f9524ed920,2021-01-09_04-06-38,1610165198,135.403826713562,203376,thetagpu09,140.221.68.19,135.403826713562,0,2,"5_adam_epsilon=0.4243,batch_size=704,dropout=0.78801,epochs=84,learning_rate=0.029601",0.029600509869556632,0.78801229798855,704,0.42429971208135314,84
be191644,0.975260928273201,0.975198171462715,0.7017660884776622,0.9765999913215637,0.9765182418274887,0.6976305760751567,0.0004921263297896772,0.009959697723388672,True,,,2,1e88dc480fa940f99df5a3717ee59ef3,2021-01-09_04-06-27,1610165187,124.6939308643341,203399,thetagpu09,140.221.68.19,124.6939308643341,0,2,"6_adam_epsilon=0.066192,batch_size=851,dropout=0.63977,epochs=71,learning_rate=0.036376",0.03637624336707051,0.6397724415650685,851,0.06619226383044755,71
be1ac476,0.9640543282032012,0.9639872585885874,0.6940667859272511,0.9639999866485596,0.9637714030155891,0.6897524125929442,0.0015281901539823117,0.010683774948120117,True,,,2,df4cb98a60f1449386c4a60dd5b00d6b,2021-01-09_04-06-15,1610165175,112.91201972961426,203370,thetagpu09,140.221.68.19,112.91201972961426,0,2,"7_adam_epsilon=0.084511,batch_size=516,dropout=0.75202,epochs=62,learning_rate=0.011646",0.011645780293345355,0.7520164746350391,516,0.08451136753329395,62
be1c7294,0.9351215467733496,0.9348999888881603,0.6738127409083292,0.940500020980835,0.9394954632726372,0.6689050875831566,0.0016887650889299,0.010084867477416992,True,,,2,e2ed6953779c4d24afc471be1ce29760,2021-01-09_04-06-18,1610165178,116.08079195022583,203377,thetagpu09,140.221.68.19,116.08079195022583,0,2,"8_adam_epsilon=0.56412,batch_size=621,dropout=0.46256,epochs=69,learning_rate=0.0093547",0.00935468826351228,0.4625557808915181,621,0.5641240515646375,69
be1f5040,0.9481179688287817,0.948142374417275,0.6810363773380861,0.9509999752044678,0.9506026290867594,0.6805522802556812,0.0016193879875885386,0.011426687240600586,True,,,2,d20dd28031b94d6bbb0bbd5868a3b373,2021-01-09_04-08-59,1610165339,161.86690855026245,203373,thetagpu09,140.221.68.19,161.86690855026245,0,2,"9_adam_epsilon=0.60613,batch_size=443,dropout=0.84507,epochs=81,learning_rate=0.038316",0.03831647228611167,0.8450710780353663,443,0.6061306712804114,81
02d313fc,0.9392286241054535,0.939095773067813,0.6785604325229686,0.9412000179290771,0.9410925774819945,0.6713778105494336,0.0010714745785765922,0.008648395538330078,True,,,2,553e520c1c1349a68fc84eda0ff7cf36,2021-01-09_04-08-04,1610165284,103.96401858329773,203406,thetagpu09,140.221.68.19,103.96401858329773,0,2,"10_adam_epsilon=0.37989,batch_size=846,dropout=0.53896,epochs=62,learning_rate=0.010682",0.010681858002817917,0.5389605939203579,846,0.3798941741482257,62
